text,label
"Prabowo-Gibran Daftar ke KPU, Gemoy Muda Bersatu Trending X",0
Alasan Gibran Tak Dipecat PDIP Meski Jadi Cawapres Prabowo,0
Kopi Lemon Bermanfaat untuk Diet,1
Modus Pencurian Menyemprot Bius ke Helm Pengendara Roda Dua,1
Kata Cak Imin soal Hadapi Anak Presiden di Pilpres 2024,0
PARA CEBONG KETANGKAP TNI PAKE ATRIBUT PKI,1
Akun Gerindra Jawab yang Berandai-andai Prabowo Meninggal saat Presiden,0
Holding BUMN Danareksa Bangun Pengelolaan Air Limbah Bawah Tanah Pertama di RI,0
Pipa Bawah Laut buat Kilang Balikpapan Mulai Digarap,0
Wapres Ma'ruf Lanjutkan Kunker ke Wamena dan Merauke Desember Nanti,0
SMP N 1 Ciawi memasukkan Kurikulum Dansa dlm pelajaran Extrakulikuler,1
"Wujudkan Pemilu Damai, Kaops NCS Polri Bagikan 1.500 Paket Sembako di Tasik",0
"Kebugaran Jasmani: Pengertian, Manfaat, dan Contoh Latihannya",0
Cek Saldo Rekening di Bank BRI Terutama yang Sudah Registrasi HP Menggunakan KK dan NIK,1
Selain itu juga ada kolom agama di kosongkan,1
Penjelasan Kepala Media Center Prabowo terkait Pidato Prabowo yang Sebut Indonesia Hanya Punya 1 Profesor Fisika,0
Video Pesawat Kiamat Milik Rusia dan China di Kepulauan Pasir,1
"Bulan Bahasa Oktober, Tema dan Slogan Kongres 2023",0
Kemenhub Klarifikasi Terkait Isu Pilot Indonesia Banyak Yang Tidak Lulus Ujian Simulator Airbus di Australia,0
Hari Osteoporosis Sedunia 2023: Sejarah dan Tema Peringatan,0
Video RAHASIA ISTANA TERBONGKAR JOKOW1 TERTUNDUK,1
"vaksin korongna itu mRNA, ini bukan vaksin tapi terapi gen, mRNA ini jadi instruksi untuk menyebabkan mutasi",1
Video Siaran Kecurangan Pilpres TV Al Jazeera,1
Semoga Apa yang Dikatakan Bang Hotman Jadi Kenyataan,1
Prabowo Pastikan Pemerintah Tindak Lanjuti Pengadaan Air Bersih di Papua,0
Vaksin mRNA pada Pfizer dan Moderna Berbahaya Bagi Anak-Anak,1
Penanganan Stunting dan Sampah Jadi Prioritas Penganggaran 2024 di Jabar,0
Pelintiran Konteks Foto Najwa & Tommy Soeharto,1
Gambar Tangkapan Layar Liputan6.com Anies Baswedan Masuk Daftar sindikat pencucian uang sebelum formula e,1
Vaksin Covid Sebabkan Mandul,1
"Adian: Gue Nggak Mikirin Gibran, Gibran Aja Nggak Mikirin Kita",0
"Gibran Batal Hadir, Gerindra Klaim Jalan Sehat Makassar Diikuti 500.000 Orang",0
Surat Perintah BNPB Terkait Normalisasi Sungai di Sulawesi Tenggara,1
ERIK TOH!R DICOPOT,1
"Gaya Thariq Halilintar Perdana Pamer Foto Bareng Aaliyah Massaid, Go Publik?",0
Viral Pengakuan Wanita Depok Kena Usus Buntu gegara Diet Ekstrem Jelang Nikah,0
KPK Periksa Ganjar Akui Dana 300 T Untuk Bayar Buzzer Untuk Serang Anies,1
"Lampu Boleh Sama Putih tapi Cahayanya Beda-beda, Begini Penjelasannya",0
Jokowi anak kandung dari SULAMI,1
Turnamen Biliar Ini Digelar Demi Kebangkitan Wisata Olahraga RI,0
"PDIP Kecewa soal Gibran, Prabowo: Kader Saya Juga Banyak Diambil Pihak Lain",0
Lacak Ponsel Hilang Lapor ke cop@vsnl.net,1
Pendaftaran Pelatihan Bagi Calon Siswa di Panti Sosial Bina Remaja,1
Kader PKS Sebut Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia,1
Menteri Luar Negeri Indonesia #RetnoMarsudi mengatakan bahwa pemerintahannya kewalahan oleh kepemimpinan #ULMWP,1
Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,1
5G Dapat Mengganggu Keamanan Penerbangan yang Berarti Juga Berbahaya Bagi Kesehatan Manusia,1
Video polisi cina kok di indonesia,1
Pemimpin Masyarakat Adat Asli Amerika Dikorbankan Sebagai Persembahan Selama Epidemi,1
Pramugari Pesawat SJ182 Menangis Karena Firasat Sebelum Pesawat Jatuh,1
Hepatitis Misterius disebabkan oleh Vaksin Covid-19,1
"Hasto Bicara Kartu Truf, Nusron Ungkit PPP Ganti Ketum Lalu Dukung Ganjar",0
Vaksin mRNA pada Pfizer dan Moderna Berbahaya Bagi Anak-Anak,1
Eropa Kebut Proyek Investasi Demi Saingi Inisiatif Sabuk-Jalan Milik China,0
AHY SERANG JOKOWI KELAKUAN ISTRINYA BEGINI !!,1
"Kiai-Santri Depok Gelar Istigasah, Doakan Kemenangan Ganjar-Mahfud",0
Ganjar Pranowo Ucapkan Selamat untuk Gibran yang Resmi Daftar KPU,0
Golkar Sulsel Ogah Pasang Baliho Capres Sebelum Masa Kampanye: Rugi Bandar,0
"COVID-19 Merupakan Buatan Manusia sebagai Senjata Biologis dari Carolina Utara, Amerika Serikat dan Pasien Nol Bernama Maatje Benassi",1
Susunan Upacara Hari Sumpah Pemuda 2023 sesuai Panduan Kemenpora RI,0
"Honda Scoopy Baru Meluncur di IMOS 2023, Rangkanya Digaransi 5 Tahun",0
2 Ketua KONI Tapsel Divonis 1 Tahun Penjara Perkara Korupsi Rp 1 M,0
Foto Timnas Indonesia U-22 Promosi Jam Tangan Pintar Jepang,1
Rudy Hartono Meninggal Dunia (Lagi),1
Cerita di Balik Pelukan Ganjar dengan Pak Bas hingga soal Air Mata,0
Ketum IMI Puji Kejurnas Grastrack - Motocross KASAL Cup di Deli Serdang,0
Enuh Nugraha Lulusan ITB yang Hidup di Jalan Kini Menghilang Kembali,0
"Kemenag Buka Pendaftaran Penguatan Digitalisasi di PTKIS, Bantuan sampai 500 Juta",0
9+ Teks Pidato Orasi Hari Sumpah Pemuda 2023 Penuh Semangat,0
Pesta Homo Seksual di Italia Sebelum Covid-19 Mewabah,1
Bambang Pamungkas Meninggal Dunia,1
ISRAEL DIHAJAR PUTING BELIUNG DAN DILANDA BANJIR,1
GELOMBANG KE-2 Kuota Internet Free dari Operator sebesar 50 GB,1
DICURANGI FIFA !! PRESIDEN JOKOWI TINGGALKAN FIFA DAN PINDAH KE CONIFA,1
Pose Dua Jari Peace Rentan Duplikasi Sidik Jari,1
"Di panggil langsung ke istana, Surya Paloh tanda tangan pencapresan Anies resmi di cabut hari ini.",1
Takbier Bir yang Sempat Jadi Kontroversi Diproduksi Di Arab Saudi!,1
Perangkat anti pengenalan wajah demonstran Hong Kong,1
4.915 Personel Polisi-7 Satgas Siap Amankan Piala Dunia U-17 di Solo,0
Siapa Saja Pimpinan Penting Hamas?,0
Ditemukan sudah jadi es batu,1
Suami Puan Maharani Ditetapkan sebagai Tersangka Kasus BTS 4G,1
"Cak Imin: Saingan Kita Kuat dan Punya Segalanya, tapi..",0
Video Ganjar dan Ahok menjadi Tersangka Pencucian Uang 300 Triliun untuk Modal Kampanye Capres,1
"Mencari Sosok Enuh Nugraha, Lulusan ITB yang Viral Terdampar di Jalan",0
Baliho Ganjar-Mahfud Dicopot Jelang Kunjungan Jokowi Atas Perintah Mahendra,0
CDC Amerika Serikat Memperingatkan Adanya Penyakit Mirip Polio yang Akan Muncul Pada Akhir Tahun 2021,1
Lacak Ponsel Hilang Lapor ke cop@vsnl.net,1
MEMALUKAN!! INDONESIA JADI TERTAWAAN NEGARA ASEAN??,1
"Tak Cuma Perang Hamas-Israel yang Bikin Investor Ketar-ketir, Apa Lagi?",0
Berita Mengerikan Akhirnya Dibuka Untuk Publik,1
"Rosan Ketuanya, TKN Prabowo-Gibran Segera Finalisasi Struktur Pengurus",0
"Tak Hanya Pola Makan, Ini Kunci Panjang Umur hingga 100 Tahun",0
Gibran soal Pertemuan dengan FX Rudy: Nanti Kami Atur Ya,0
Klarifikasi Ridwan Kamil Terkait Tudingan Bermain Dua Kaki,0
Remaja Tewas Terjatuh dari Nebeng Mobil di RS Mitra Medika Pedan,1
Prabowo Usia 12 Tahun Kuliah di Amerika Serikat dengan Beasiswa,1
"Kim Kardashian Rilis Pakaian Dalam untuk Pria, Gandeng Neymar Jadi Model",0
Istana Meresmikan Bahwa PKI Diperbolehkan di Indonesia,1
Mahasiswa bisa minta bantuan ke Kodam jika ingin didampingi saat gelar unjuk rasa,1
Apa Itu Tepung Sagu? Ketahui Kandungan dan Manfaatnya untuk Kesehatan,0
Nusron soal Usulan Hak Angket MK: Masinton Nggak Paham Tata Negara,0
BEI Geber Literasi Keuangan dan Pasar Modal ke Karyawan Bank,0
"7 Peraturan Bola Voli, Pelanggaran, dan Teknik Dasarnya",0
Calon SUV Listrik Baru Toyota Bakal Masuk Indonesia,0
"Ditetapkan Jadi Tersangka, Prabowo Subianto Minta Maaf Kepada Jokowi",1
Islam Meniru Kebudayaan Lain Dalam Simbol Bulan Bintang,1
WhatsApp Dikenai Biaya setelah Diakuisisi oleh Facebook,1
Tanda Tanya Status Gibran di PDIP Usai Jadi Cawapres Prabowo,0
"Video ulil amri wahabi semakin stress, dia membuat kode2 biadab",1
"Menguji Target Ekonomi Ganjar-Mahfud dan Anies-Cak Imin, Mana Lebih Realistis?",0
"Peserta Jalan Sehat Bareng Anies-Cak Imin Padati GDC Depok, Lalin Macet",0
Susunan Acara Upacara Bendera Hari Sumpah Pemuda 28 Oktober 2023,0
"Lantik 13 Pejabat Pengawas, Dirjen Perumahan Beri Pesan Begini",0
"Semula Dicemooh, Kini Bintaro Jadi Kota Satelit Pertama di Selatan Jakarta",0
"Pesona Istana Taman Jepun: Lokasi, Fasilitas, Daya Tarik",0
"Dampak El Nino Sebabkan Masalah Pernafasan-Jiwa, Begini Tips Mengatasinya",0
"Huawei Mate 60 Pro Laris 1,6 Juta Unit, 'Bunuh' iPhone 15",0
"Ketua MK Disebut Lobi Putusan Usia Capres, Arief: Nggak Tahu, Nggak Dilobi",0
Serius Kembangkan EBT Pemkab Sumedang Gandeng Perusahaan Norwegia,0
Penjelasan terkait foto-foto yang diklaim sebagai perlakuan kejam pemerintah China di kamp konsentrasi Muslim Uighur,1
"Jika TKA China ditolak Masuk Ke Indonesia, Internet Indonesia Akan diblokir",1
4 Tahun Transformasi KAI sebagai BUMN demi Indonesia Maju,0
Foto-Foto Pemberontakan Ulama dan Santri di Madiun,1
Teguran Usai Kehadiran Kaesang di Bandung,0
GAK PUNYA MUKA ANIES BAR BAR BONGKAR DANA KORUP YANG DI LAKUKAN PD1P,1
Video Jokowi Pecat Hakim yang Terbukti Terima Suap dari Sambo,1
Aplikasi Game Talking Angela Berbahaya Khususnya Untuk Anak-Anak,1
diteriakkan nama Prabowo,0
"Lawan Gus Ipul, Gerinda Usung Ahmad Dhani di Pilwali Pasuruan",1
CINA BANGUN PANGKALAN MILITER DI INDONESIA,1
"Konflik Israel-Palestina, Adakah Jalan Keluar Selain Perang Berkepanjangan?",0
Akun WhatsApp Kapolres Muaro Jambi bernomor 081253469551,1
Link-Teks Amanat Pembina Upacara Hari Sumpah Pemuda 2023 Resmi Kemenpora,0
Anies Baswedan Mengendarai Mobil Peti Mati,1
"Tak Terpilih sebagai Capres PDIP, Puan Maharani Tawarkan Diri Jadi Cawapres Anies Baswedan",1
GURU Mau DIIMPOR Juga,1
"Prabowo Hadir Peresmian Posko Relawan 'Pagi', Diberi Potongan Nasi Tumpeng",0
"Indonesia resmi keluar dari AFF, Indonesia dipastikan akan gabung di piala EAFF",1
"Dijamin Puas Ngetes Motor Baru, Area Test Ride IMOS Luasnya 1.100 Meter Persegi",0
Seragam Baru Polri Seragam Lama Coklat untuk Satpam,1
Daftar GPU Nvidia yang Dilarang Diekspor ke China,0
Surat Sean Connery Kepada Steve Jobs,1
Perang Jenderal Tiga Capres,0
nama negara kita * I N D O N E S I A * diberi nama sesuai dgn.Akronim Para * WALI SONGO *?,1
Jokowi Berpidato dengan Bahasa Mandarin Lebih Fasih daripada Bahasa Inggris,1
Sri Mulyani di Depan YouTuber: Saya Harap Konten-konten Edukatif Lebih Banyak,0
Nikmatnya Pecel Semanggi Surabaya dengan Kerupuk Uli dan Sambal Khas,0
Gisella Anastasia dan Gading Marteen Resmi Rujuk,1
15 Murid SD Jadi Korban Pencabulan Guru Olahraga di Langkat,0
"Ada Gangguan, Paket Ekspres FedEx Terlambat Dikirim",0
"Tugas TPPK untuk Cegah dan Tangani Kekerasan Di Sekolah, Apa Saja?",0
Surat Undangan Seminar Budaya Mutu Oleh Ditjen Belmawa Kemendikbudristek,1
Jejak Baik KSAD Agus Subiyanto di Kota Kelahirannya Cimahi,0
"Video Jokowi & Mega Naik Pitam, Ternyata Hasto yang Bongkar Sebut RUU HIP Diusulkan PDIP",1
Foto selamat jalan Prabowo tak tik jitu Jokowi berjalan sempurna hingga jadi begini,1
Drone Mata-Mata Berbentuk Serangga yang didanai oleh Pemerintah Amerika Serikat dan Sudah Dalam Masa Produksi,1
diteriakkan nama Prabowo,0
Ungkapan Hati BJ Habibie Soal Akhirat,1
2 Startup Gibran yang Disuntik Dana Investor Miliaran Rupiah,0
Selamatkah Kita Tahun Depan dari Pemanasan Global?,0
TIDAK DIBERITAKAN OLEH MEDIA MAINSTREAM,1
Video Penduduk Aborigin di Australia Menyambut Pemerintah dengan Busur dan Panah sebagai Bentuk Penolakan Vaksin Covid-19,1
Ancaman Anies ke Kapolda Tidak Boleh Ditulis Media,1
"Nahdlatul Ulama, Santri dan Strategi Kepemimpinan Digital",0
"RIPKA TJIPTANING : SAYA SENANG PKI BANGKIT LAGI, KAMI PASTI BISA",1
Titiek Puspa Meninggal Dunia,1
Azan Pitu hingga Raksa Wajit Cililin Jadi Warisan Budaya Tak Benda,0
Erick Thohir Bersama FIFA dan PSSI Dukung Anies,1
Hati-hati! Hoax Canggih Deepfake Jelang Pemilu 2024,0
Janji Cak Imin Saat Temui Kiai Kampung Probolinggo,0
"PSIS Luncurkan 'The Pryto', Jersey Ketiga Mahesa Jenar yang Semarang Banget",0
"BREAKING NEWS.. GIBRAN ANAK JOKOWI DI SERANG, USAI POSTING FOTO ANIES BASWEDAN PAKAI BAJU ORANGE",1
3 Tokoh Sumpah Pemuda dari Jawa Timur,0
"Papu Gomez Positif Doping, Salahkan Obat Batuk Anak",0
"Baliho Ganjar-Mahfud di Bali Dicopot saat Jokowi Kunker, TPN: Apa Dasarnya?",0
Asian Para Games 2023: Kontingen Indonesia Lekas Adaptasi Cuaca di Hangzhou,0
Tanggal 20 Oktober 2023 Memperingati Hari Apa? Ada Hari Osteoporosis,0
Penggeledahan Rumah Ketua KPK hingga Viral Video Hoax Jokowi Fasih Bahasa Mandarin,0
"Rayakan Ultah Ganjar, Relawan Bagikan 1.000 Bunga Mawar dan 65 Ambulans",0
Pemprov Kalteng Usung Integrasi Data Sektoral dengan Satu Data Indonesia,0
"Ikut JMFW 2024, Karya Siswa Vokasi Bisa Go Global-Digaet Desainer Ternama",0
"Dipercaya Simpan Ramalan, Begini Sejarah Ritual Buka Cupu Panjala Gunungkidul",0
"KEPUTUSAN FINAL PARTAI PAN, ZULKIFLI HASAN DAN KADER PAN RESMI DEKLARASIKAN ANIES",1
Teks Doa Hari Sumpah Pemuda 2023: Isi dan Lampirannya,0
DETIK-DETIK BABI BERUBAH MENJADI MANUSIA,1
Mewaspadai Praktik Curang Uang Digital Bersama Tel-U dan KPK,0
Amplop Berjalan Ketangkap Lagi di Medan,1
Virus Corona Mati dalam Suhu 26-27 Derajat dan Saat Terkena Sinar Matahari,1
Terowongan Hamas dan Mimpi Buruk Terowongan Vietkong,0
Akhirnya Jokowi Selesai Buat Tol Laut,1
Robot berukuran sel ditemukan dalam vaksin covid baru,1
Mengenal Jalur Gaza dan Perbedaannya dengan Tepi Barat Palestina,0
"puteri Ameera, anaknya Raja Salman",1
Video Live TV Ukraina yang diduga merekam orang mati di TV yang terbunuh selama invasi,1
Jokowi Sebut Sungai di RI Bisa Hasilkan Listrik Jumbo,0
Narasi surat kabar luar negri mengenai koran Independent Observer,1
"Soal Status Gibran di PDIP, Puan: Baik-baik Saja",0
Mantan Bupati Lumajang Pimpin Timses AMIN di Jatim,0
"Video Ini situasi terkini di AS negara super power yang menderita, akibat adanya resesi yang melanda dunia.",1
"Menteri Pertanian Baru Dilantik, Ini Daftar 34 Menteri Kabinet Indonesia Maju 2023",0
"Diklaim Pertama di Dunia, BPOM Beri Izin Obat Bioteknologi Produksi Dalam Negeri",0
Ibu Bharada E Menemui Presiden Jokowi,1
"Terbawah Lolos Parlemen, Demokrat Duga Dampak Pindah Koalisi di Akhir",0
Tim Judo Senior Bali Kuasai Kejurnas Piala KASAD,0
"Ramai Spanduk Gambar Petruk di Solo-Semarang, Ini Analisis Akademisi UGM",0
Tugu KB Ditutup Terpal Karena 2 Jari,1
LARI DARI TANGGUNG JAWAB APARAT TERPAKSA LUMPUHKAN KAKI GUBERNUR DKI,1
"Megah! Ini Mal Terbesar di Dunia yang Luasnya 1,3 Juta Meter Persegi",0
6 Contoh Amanat Pembina Upacara Peringatan Hari Sumpah Pemuda 2023,0
Video Perayaan Kemenangan Gibran di Pilkada Solo,1
Tulisan Sujud Kemenangan Pak Prabowo Dibuat oleh Anies Baswedan,1
"Oppo Find N3 Resmi Dirilis, Layar Lebih Besar dan Kamera Flagship",0
"6 Obat Nyeri Sendi Secara Alami, Salah Satunya Adalah Jahe",0
Kisah Anak Pewaris Saham Red Bull yang Tajir Melintir,0
5 Tips Self Healing Tanpa Bikin Nguras Kantong ala Tokopedia,0
WHO Merencanakan Modifikasi Genetik Manusia Melalui Vaksinasi,1
Pancaran Radiasi Wifi Berakibat Kanker Darah Pada Anak,1
"Pengertian Glosarium, Manfaat, Cara Membuat dan Contohnya",0
"PAN Respons Anies: Indonesia Sistem Demokrasi, Bukan Monarki",0
Demokrat: Gibran Cawapres Penanda PDIP Sukses Mengkader Calon Pemimpin,0
Instruksi Gubernur Jateng tentang penilangan bagi yg tidak bermasker di muka umum Rp.150.000 menggunakan e-tilang Via apps PIKOBAR,1
Pemasangan Barcode pada Badan Manusia,1
"Besok Hari Terakhir Job Fair di ITB, Para Pencari Kerja Yuk Merapat",0
Sprinter Saptoyogo Maksimalkan Latihan Jelang Asian Para Games 2023,0
"Menguak Terowongan Misterius Hamas, Dalamnya Sampai 70 Meter",0
"Karena dia bukan pilihan rakyat, Ini rezim haram hasil kejahatan antek China",1
BUPATI LUMAJANG AJAK SELURUH WARGANYA PILIH ANIES-MUHAIMIN DI PILPRES 2024,1
KPU Jelaskan Alasan Surati Parpol Usai Putusan MK soal Usia Capres-cawapres,0
Luhut: Loyalitas Saya Kepada Jokowi Tidak Pernah Luntur,0
Cerita di Balik Dukungan Yenny Wahid untuk Ganjar-Mahfud,0
PETARUHKAN NYAWA DEMI NKRI!! SEKUTU SEIMAN RI KIRIMKAN RIBUAN PASUKAN ELITE KE PERBATASAN LAKUKAN INI,1
Menpora Dito: Target di Asian Para Games 2023 Belum Ada yang Meleset,0
"Presiden Jokowi Diam, Bukan Berarti Takut",1
"Jangan Terkecoh dengan Erick Thohir yang Dikira Pribumi Muslim, Ia Berfoto dengan Ibunya, Ediba Tan Mei Hwa dan Kakak Ibunya, William Soerjadjaja",1
ALAT BANTU PAK DE CANGGIH,1
FIFA RESMI BERIKAN SANKSI BERAT KE TIMNAS ISRAEL,1
Fagioli Ngaku Taruhan Judi Bola di Platform Ilegal Gegara Tonali,0
Seluruh Objek Wisata di Kabupaten Pangandaran Telah Dibuka Kembali,1
"Rahasia Wajah Glowing Natasha Wilona, Sandwich Skincare, Apa Itu?",0
Video Mensos Juliari Bantu Kampanye Paslon Pilkada Surabaya,1
"Batal di Argentina, FIFA Tetapkan Indonesia Sebagai Tuan Rumah",1
Alasan dan Tugas Angela Gilsha Sebagai Staff Ahli Kemenpora,0
Tahun Ini Sumpah Pemuda ke Berapa? Cek Penjelasannya,0
"Hidup Lagi Capek-capeknya, eh Ada Museum Patah Hati di Bandung",0
sejak kapan KA ini menuliskan huruf/bahasa China?,1
Microsoft: Teknologi AI Bisa Tingkatkan GDP 20 Kali Lipat,0
Kemenpora Galar Kejuaraan Tarkam di Kabupaten Tebo,0
"menolak lupa, wajah sedih diubah menjadi gembira oleh kebohongannya.",1
"Peringati Hari Kanker Payudara, Perempuan di Surabaya Olahraga Pound Fit",0
Ini Dia Daftar Penerima Anugerah Kebudayaan Indonesia Tahun 2023,0
Cak Fauzi Ajak Santri Bersama Pemerintah Bangun & Sejahterakan Sumenep,0
Password Wifi di Jakarta #ANIESKEREN,1
Foto D.N. Aidit di Surat Kabar Asing,1
Nasib Orang Tanpa Kewarganegaraan di Jerman,0
"Video Gempa Jambi Hari Ini, Gempa Kuat Jambi dan Musi Banyuasin Warga Panik, Gempa Musi Banyuasin Hari Ini",1
Kode QR ke Tautan hebatdiki(dot)com,0
Habib Bahar dan Habib Rizieq Dieksekusi Mati Hari Ini,1
Tim Kickboxing DKI Jakarta Perlu TC di Belanda,0
9 Faktor Penghambat Perdagangan Internasional,0
FIFA Jatuhkan Sanksi Pada PSSI Karena Pemalsuan Dokumen Stadion JIS,1
Video TANPA ROMPI PENGAMAN JOKOWI TINJAU LANGSUNG PULAU PASIR DI NTT,1
Pemantauan Aktivitas Telepon Seluler dan Media Sosial Oleh BSSN,1
(Salah) Diagnosis Calon Presiden,0
Anies mendapatkan gelar Liem Ay Bon,1
Benarkah Permainan Puzzle Bisa Atasi Masalah Mental Anak? Ini Inovasi Mahasiswa UGM,0
Biografi Soenario Sastrowardoyo dan Perannya dalam Sumpah Pemuda,0
Ada Festival Berkata-kata di M Bloc Space,0
Undangan Acara Dukungan HMI-KAHMI Untuk Jokowi,1
"Di Balik Sukses MotoGP Mandalika, Ada Kisah Panjang Pembuatan Sirkuitnya",0
Rencana E-Voting Pada Pileg dan Pilpres 2019,1
Marsma TNI Indan Gilang Buldansyah Resmi Jabat Danlanud Silas Papare Papua,0
"Jangan Asal Bor Sumur Air Tanah, Sekarang Wajib Izin Kementerian ESDM",0
Ini ada ajakan yg menarik : Ada ide menarik banget dari Kwik Kian Gie,1
"Muncul Virus Baru di China Selain Corona, #Hantavirus",1
"NASA Mau Bangun Pemukiman di Bulan, Bisa Beli Rumah di Sana?",0
"Soal Gibran Kini, Demokrat Ingat Posisi JK di Pilpres 2004",0
"Jelang Moto2 Mandalika, Pertamina Mandalika SAG Team Jumpa Menpora",0
"Tegas, AHY Sebut Demokrat Komit Dorong Kemajuan Pertanian Nasional",0
Dito Ariotedjo Bantah Terima Rp 27 M untuk Amankan Perkara BTS,0
Drone Kamikaze Hamas Diprediksi Bikin Pasukan Israel Gentar,0
Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas,0
